Time,ECG_Lead_I,ECG_Lead_II,Respiration
0.0,0.0,0.25098717878507554,0.0
0.0050025012506253125,0.08791653188047024,0.15135659509651986,0.005029029654176197
0.010005002501250625,0.17528202193766923,0.1735097968032051,0.010057860572186897
0.015007503751875938,0.2615521991737495,0.18732431817155615,0.015086294025720218
0.02001000500250125,0.3461962336109523,0.3363486755156677,0.020114131302171198
0.02501250625312656,0.4287032067899795,0.6149195972588894,0.025141173712494483
0.030015007503751877,0.5085882866123658,0.46614267698863576,0.030167222599056073
0.03501750875437719,0.5853985151647348,0.5009902348573608,0.035192079343483826
0.0400200100050025,0.658718124179858,0.8075517353163434,0.04021554537451646
0.04502251125562781,0.7281733001312937,0.7588601389719734,0.04523742217585057
0.05002501250625312,0.79343632950962,1.012760169536357,0.05025751129398566
0.055027513756878435,0.8542290644544082,0.8417373096731422,0.05527561434606651
0.060030015007503754,0.9103256594657971,0.9862270847529528,0.06029153302772283
0.06503251625812906,0.9615545412269528,0.9042177173115483,0.06530506912090588
0.07003501750875438,1.0077995854561284,0.7680582194198918,0.0703160245017215
0.07503751875937968,1.049000486987646,0.9512086144847561,0.07532420114825966
0.080040020010005,1.0851523217619958,1.098866572715793,0.08032940114841979
0.08504252126063032,1.1163043118903035,1.2303932402437203,0.08533142670773172
0.09004502251125562,1.1425578172516804,0.9619984431464438,0.09033008015717227
0.09504752376188094,1.164063588990432,0.9351124434711977,0.09532516396097662
0.10005002501250625,1.1810183316169858,1.2233627347162517,0.10031648072444442
0.10505252626313157,1.1936606310039422,1.0434521583761116,0.10530383320174048
0.11005502751375687,1.2022663152409898,1.2462679124990397,0.11028702430368947
0.11505752876438219,1.20714332391818,1.0245102504399641,0.11526585710556443
0.12006003001500751,1.2086261688117292,1.4346975411055445,0.1202401348548688
0.12506253126563283,1.207070075034569,1.6302727346326693,0.12520966097911165
0.13006503251625812,1.2028448963906337,1.0308957747661198,0.1301742390935758
0.13506753376688344,1.1963289018649192,1.1012772666645718,0.13513367300907855
0.14007003501750875,1.1879025318417187,1.4617194222082652,0.1400877667397246
0.14507253626813407,1.177942222746374,0.9835483019983164,0.14503632451065088
0.15007503751875936,1.1668143973512033,1.1990533255787956,0.14997915076576337
0.15507753876938468,1.1548697149983784,0.9324614812938694,0.1549160501754649
0.16008004002001,1.1424376715200597,1.3657721666748524,0.15984682764437405
0.16508254127063532,1.1298216327510533,1.2697420676290303,0.16477128831903518
0.17008504252126064,1.1172943783259766,0.9029916787564243,0.16968923759561827
0.17508754377188593,1.105094224046465,1.0461969020184614,0.17460048112760945
0.18009004502251125,1.0934217816284284,1.0898770119790717,0.17950482483349123
0.18509254627313657,1.0824374042456053,1.1298787079146768,0.18440207490441185
0.19009504752376188,1.0722593551391053,1.1247409279122353,0.18929203781184442
0.19509754877438718,1.0629627248403732,1.0924914477625391,0.19417452031523472
0.2001000500250125,1.0545791104433704,0.7664167032246352,0.1990493294696376
0.2051025512756378,1.0470970580529957,1.123967313474096,0.20391627263334172
0.21010505252626313,1.0404632572262964,1.132239503036256,0.20877515747548242
0.21510755377688845,1.0345844641061257,1.2231014559823643,0.21362579198364207
0.22011005502751374,1.0293301182158638,0.7635855388552327,0.21846798447143795
0.22511255627813906,1.0245356067246105,0.7635267955823041,0.22330154358609772
0.23011505752876438,1.0200061195819055,0.8198111762997422,0.2281262783160205
0.2351175587793897,1.0155210294245123,1.1400124327697132,0.23294199799832596
0.24012006003001501,1.010838721725711,0.836168277102612,0.2377485123263884
0.2451225612806403,1.0057017934235035,0.7205694541060628,0.2425456313573575
0.25012506253126565,0.9998425323428094,1.2011310264257755,0.24733316551966433
0.25512756378189094,0.9929885852119877,1.1362115202192322,0.2521109256205128
0.26013006503251623,0.9848687190373617,0.8859412907005493,0.2568787228533564
0.2651325662831416,0.9752185790890481,0.7880653438029632,0.26163636880535884
0.27013506753376687,0.9637863467911869,0.916206062629099,0.26638367546484043
0.27513756878439216,0.9503382023990495,0.6103946442120077,0.27112045522870726
0.2801400700350175,0.9346635004592875,0.7627041772820491,0.27584652090986533
0.2851425712856428,0.9165795706384613,1.2751071448519817,0.2805616857446175
0.29014507253626814,0.8959360624962346,0.6438929113394576,0.2852657634000439
0.29514757378689344,0.8726187600783397,0.7464318348951141,0.2899585679813657
0.3001500750375187,0.8465528006949281,0.8380117384726095,0.29463991403929113
0.3051525762881441,0.817705241797682,0.8464361926103477,0.29930961657734395
0.31015507753876936,0.786086930322761,0.7084336609644475,0.3039674910591741
0.3151575787893947,0.7517536400605367,0.5771713145096296,0.3086133534158504
0.32016008004002,0.7148064543697356,0.6661931032181334,0.31324702005313415
0.3251625812906453,0.6753913836865397,0.7128404350849695,0.31786830785873477
0.33016508254127064,0.6336982195960386,0.5614278308916906,0.32247703420954577
0.33516758379189593,0.5899586395386821,0.5610852262605226,0.3270730169788615
0.3401700850425213,0.5444435883228433,0.508467522506218,0.33165607454357493
0.34517258629314657,0.4974599743140887,0.48051999840281484,0.33622602579135424
0.35017508754377186,0.4493467292864878,0.4559072368862528,0.34078269012780055
0.3551775887943972,0.4004702912745908,0.4506549936419718,0.3453258874835845
0.3601800900450225,0.35121957919182945,0.13871940118473933,0.34985543832156185
0.36518259129564784,0.30200053633200097,0.3793998326289878,0.354371163643869
0.37018509254627313,0.25323032701197806,0.1688456808571263,0.35887288499899594
0.3751875937968984,0.20533127643174692,0.015404475144851743,0.3633604244888387
0.38019009504752377,0.15872464822911858,0.15954238704446655,0.3678336047757295
0.38519259629814906,0.1138243571200658,0.08718211522959488,0.3722922490894443
0.39019509754877435,0.07103071539417104,0.2331985506475494,0.376736181234189
0.3951975987993997,0.030724311855048786,0.1297893102127794,0.3811652255955618
0.400200100050025,-0.00673987994092895,-0.26440054307147975,0.3855792071474933
0.40520260130065033,-0.041038070561592394,0.01375672935759411,0.3899779514591631
0.4102051025512756,-0.07188281185363449,-0.2704413899408429,0.3943612847018931
0.4152076038019009,-0.09902765969215141,-0.019350326788838898,0.3987290336560163
0.42021010505252626,-0.12227126710874042,-0.048217822791846804,0.403081025717723
0.42521260630315155,-0.14146084124320074,-0.2573920699086044,0.4074170889058806
0.4302151075537769,-0.15649490728469817,-0.44951402299271986,0.41173705186883086
0.4352176088044022,-0.16732533319632265,-0.40652832056053967,0.41604074389116064
0.4402201100550275,-0.17395858038584308,-0.21718126114344094,0.4203279949004488
0.4452226113056528,-0.17645615741680104,-0.18613614730965114,0.42459863547398663
0.4502251125562781,-0.17493426616073837,0.028416073998347308,0.42885249684547316
0.45522761380690346,-0.16956264228012938,-0.2844314896881923,0.4330894109116846
0.46023011505752875,-0.16056260440638223,-0.5665853500832941,0.4373092102391173
0.46523261630815405,-0.14820433864212793,-0.20987500701154665,0.4415117280706043
0.4702351175587794,-0.1328034568792295,-0.13436503977331496,0.44569679833190534
0.4752376188094047,-0.11471687869709112,0.06245999287092814,0.4498642556382697
0.48024012006003003,-0.09433809711273224,-0.008266030346300801,0.45401393530097167
0.4852426213106553,-0.07209189802954091,-0.14844497434246723,0.4581456733338188
0.4902451225612806,-0.04842861172506332,-0.05268632883312666,0.46225930645963254
0.49524762381190596,-0.02381798199609923,-0.06519265932687524,0.46635467211670023
0.5002501250625313,0.0012572554727433556,-0.13526944051186243,0.4704316084651991
0.5052526263131566,0.02630798942652226,0.04773468396144687,0.47448995439359243
0.5102551275637819,0.050845444923317606,-0.10485019231657089,0.47852954952499555
0.5152576288144072,0.07438789017602478,-0.07066139181258745,0.4825502342235142
0.5202601300650325,0.09646723782361563,0.2619028574086983,0.48655184960055264
0.5252626313156579,0.11663544174586635,0.029018805088712032,0.49053423752109265
